IBRC_Geo_ID,Metrofips/Microfips,Description,Year,Geography,Total Population,Population 0-4,Population 5-17,Population 18-24,Population 25-44,Population 45-64,Population 65+,Population Under 18,Population 18-54,Population 55+,Male Population,Female Population
210100,10100,"Aberdeen, SD",2000,Micro,39825,2510,7010,4383,10380,8794,6748,9520,20005,10300,19245,20580
210100,10100,"Aberdeen, SD",2001,Micro,39602,2492,7003,4300,10107,9060,6640,9495,19898,10209,19093,20509
210100,10100,"Aberdeen, SD",2002,Micro,39417,2419,6922,4324,9856,9285,6611,9341,19784,10292,19058,20359
210100,10100,"Aberdeen, SD",2003,Micro,39419,2445,6858,4345,9637,9491,6643,9303,19652,10464,19123,20296
210100,10100,"Aberdeen, SD",2004,Micro,39440,2479,6808,4257,9509,9694,6693,9287,19478,10675,19126,20314
210100,10100,"Aberdeen, SD",2005,Micro,39569,2492,6785,4308,9387,9919,6678,9277,19472,10820,19203,20366
210100,10100,"Aberdeen, SD",2006,Micro,39604,2506,6731,4259,9211,10151,6746,9237,19362,11005,19253,20351
210100,10100,"Aberdeen, SD",2007,Micro,39847,2664,6661,4159,9237,10429,6697,9325,19379,11143,19385,20462
210100,10100,"Aberdeen, SD",2008,Micro,39915,2680,6642,4155,9129,10647,6662,9322,19285,11308,19445,20470
210100,10100,"Aberdeen, SD",2009,Micro,40219,2700,6675,4094,9215,10801,6734,9375,19277,11567,19641,20578
210100,10100,"Aberdeen, SD",2010,Micro,40721,2749,6742,4133,9397,10960,6740,9491,19436,11794,19912,20809
210100,10100,"Aberdeen, SD",2011,Micro,40974,2810,6757,4055,9574,11096,6682,9567,19427,11980,20075,20899
210100,10100,"Aberdeen, SD",2012,Micro,41591,2750,6869,4107,9871,11241,6753,9619,19717,12255,20412,21179
210100,10100,"Aberdeen, SD",2013,Micro,42175,2830,7077,4103,10127,11187,6851,9907,19840,12428,20771,21404
210100,10100,"Aberdeen, SD",2014,Micro,42250,2834,7118,4047,10189,11067,6995,9952,19702,12596,20888,21362
210100,10100,"Aberdeen, SD",2015,Micro,42432,2801,7244,4003,10220,11079,7085,10045,19609,12778,20931,21501
210100,10100,"Aberdeen, SD",2016,Micro,42821,2835,7407,4012,10367,11022,7178,10242,19613,12966,21075,21746
210100,10100,"Aberdeen, SD",2017,Micro,43247,2908,7444,4128,10599,10827,7341,10352,19728,13167,21325,21922
210100,10100,"Aberdeen, SD",2018,Micro,42956,2840,7389,4012,10630,10611,7474,10229,19433,13294,21161,21795
210100,10100,"Aberdeen, SD",2019,Micro,42740,2763,7307,4023,10578,10368,7701,10070,19195,13475,21099,21641
210100,10100,"Aberdeen, SD",2020,Micro,42216,2715,7416,3841,10427,10245,7572,10131,18806,13276,20969,21247
210100,10100,"Aberdeen, SD",2021,Micro,42152,2579,7458,3858,10491,10080,7686,10037,18814,13303,20940,21212
210100,10100,"Aberdeen, SD",2022,Micro,42018,2453,7438,3818,10490,9959,7860,9891,18736,13368,20898,21120
210100,10100,"Aberdeen, SD",2023,Micro,41717,2370,7349,3704,10485,9767,8042,9719,18609,13381,20790,20927
210100,10100,"Aberdeen, SD",2024,Micro,41522,2234,7284,3673,10401,9676,8254,9518,18539,NULL,20690,20832
210140,10140,"Aberdeen, WA",2000,Micro,67075,4167,13039,5352,17384,16843,10290,17206,32658,17211,33371,33704
210140,10140,"Aberdeen, WA",2001,Micro,67896,4043,12807,5646,17339,17468,10593,16850,33298,17748,34044,33852
210140,10140,"Aberdeen, WA",2002,Micro,68264,3928,12584,5830,17159,18136,10627,16512,33500,18252,34541,33723
210140,10140,"Aberdeen, WA",2003,Micro,69065,4003,12343,6077,17088,18843,10711,16346,33970,18749,35071,33994
210140,10140,"Aberdeen, WA",2004,Micro,69775,3982,12310,6113,17198,19510,10662,16292,34261,19222,35454,34321
210140,10140,"Aberdeen, WA",2005,Micro,70423,4029,12171,6172,17143,20187,10721,16200,34337,19886,35928,34495
210140,10140,"Aberdeen, WA",2006,Micro,71256,4123,12071,6176,17123,20869,10894,16194,34534,20528,36485,34771
210140,10140,"Aberdeen, WA",2007,Micro,71827,4245,11960,6191,17088,21218,11125,16205,34468,21154,36771,35056
210140,10140,"Aberdeen, WA",2008,Micro,72027,4247,11810,6180,17069,21411,11310,16057,34367,21603,36881,35146
210140,10140,"Aberdeen, WA",2009,Micro,72468,4288,11543,6347,17150,21513,11627,15831,34480,22157,37221,35247
210140,10140,"Aberdeen, WA",2010,Micro,72849,4276,11458,6210,17153,21834,11918,15734,34206,22909,37358,35491
210140,10140,"Aberdeen, WA",2011,Micro,72374,4266,11243,6019,16962,21724,12160,15509,33475,23390,37169,35205
210140,10140,"Aberdeen, WA",2012,Micro,71785,4173,11061,5814,16806,21251,12680,15234,32668,23883,36852,34933
210140,10140,"Aberdeen, WA",2013,Micro,71059,4039,10964,5674,16514,20815,13053,15003,31892,24164,36491,34568
210140,10140,"Aberdeen, WA",2014,Micro,70796,3992,10940,5482,16401,20472,13509,14932,31295,24569,36420,34376
210140,10140,"Aberdeen, WA",2015,Micro,71027,3992,10855,5371,16424,20314,14071,14847,30980,25200,36490,34537
210140,10140,"Aberdeen, WA",2016,Micro,71555,3950,10929,5178,16513,20399,14586,14879,30787,25889,36651,34904
210140,10140,"Aberdeen, WA",2017,Micro,72507,3937,10921,5113,16787,20493,15256,14858,30907,26742,37155,35352
210140,10140,"Aberdeen, WA",2018,Micro,73787,3892,11205,5127,17135,20496,15932,15097,31176,27514,37725,36062
210140,10140,"Aberdeen, WA",2019,Micro,75047,3918,11355,5173,17530,20354,16717,15273,31524,28250,38364,36683
210140,10140,"Aberdeen, WA",2020,Micro,75863,3854,11562,5179,17840,20453,16975,15416,31978,28461,39005,36858
210140,10140,"Aberdeen, WA",2021,Micro,76859,3779,11667,5198,18111,20445,17659,15446,32225,29166,39431,37428
210140,10140,"Aberdeen, WA",2022,Micro,77080,3664,11662,5157,18298,20108,18191,15326,32361,29361,39444,37636
210140,10140,"Aberdeen, WA",2023,Micro,77570,3653,11607,5193,18629,19861,18627,15260,32814,29451,39657,37913
210140,10140,"Aberdeen, WA",2024,Micro,77893,3613,11474,5270,18760,19716,19060,15087,33053,NULL,39790,38103
210180,10180,"Abilene, TX",2000,Metro,160288,10795,30859,20746,44802,32225,20861,41654,84518,34116,80091,80197
210180,10180,"Abilene, TX",2001,Metro,158917,10767,29825,21238,43445,32754,20888,40592,84200,34125,79437,79480
210180,10180,"Abilene, TX",2002,Metro,159012,10892,29193,21520,42646,33830,20931,40085,84113,34814,79640,79372
210180,10180,"Abilene, TX",2003,Metro,158810,10895,28696,21382,42130,34685,21022,39591,83831,35388,79403,79407
210180,10180,"Abilene, TX",2004,Metro,160156,11146,28253,21946,42021,35649,21141,39399,84776,35981,80142,80014
210180,10180,"Abilene, TX",2005,Metro,160761,11319,27879,21987,41660,36497,21419,39198,84952,36611,80460,80301
210180,10180,"Abilene, TX",2006,Metro,161389,11351,27641,21887,41421,37529,21560,38992,85023,37374,80845,80544
210180,10180,"Abilene, TX",2007,Metro,162023,11453,27533,21704,41283,38305,21745,38986,84917,38120,81301,80722
210180,10180,"Abilene, TX",2008,Metro,162508,11505,27218,21649,41056,39091,21989,38723,85027,38758,81512,80996
210180,10180,"Abilene, TX",2009,Metro,163888,11653,27408,21504,41355,39705,22263,39061,85307,39520,82231,81657
210180,10180,"Abilene, TX",2010,Metro,165590,11558,27592,21771,41884,40190,22595,39150,85888,40552,83230,82360
210180,10180,"Abilene, TX",2011,Metro,166651,11461,27690,22407,42004,40219,22870,39151,86219,41281,83888,82763
210180,10180,"Abilene, TX",2012,Metro,167483,11332,27892,23272,41953,39552,23482,39224,86293,41966,84434,83049
210180,10180,"Abilene, TX",2013,Metro,167515,11397,27993,23111,42272,38905,23837,39390,85738,42387,84666,82849
210180,10180,"Abilene, TX",2014,Metro,168408,11522,28403,22783,42925,38519,24256,39925,85533,42950,85152,83256
210180,10180,"Abilene, TX",2015,Metro,169770,11630,28696,22973,43500,38445,24526,40326,85877,43567,85958,83812
210180,10180,"Abilene, TX",2016,Metro,170087,11752,28664,22760,43963,38001,24947,40416,85476,44195,86129,83958
210180,10180,"Abilene, TX",2017,Metro,170411,11742,28699,22317,44663,37553,25437,40441,85127,44843,86146,84265
210180,10180,"Abilene, TX",2018,Metro,171138,11733,28741,22130,45463,37251,25820,40474,85279,45385,86372,84766
210180,10180,"Abilene, TX",2019,Metro,171949,11739,28947,22164,45866,36829,26404,40686,85373,45890,86511,85438
210180,10180,"Abilene, TX",2020,Metro,176926,11641,30264,22840,47537,37655,26989,41905,88250,46733,89809,87117
210180,10180,"Abilene, TX",2021,Metro,177918,11294,30398,23492,48188,37358,27188,41692,89642,46542,90378,87540
210180,10180,"Abilene, TX",2022,Metro,180072,11332,30722,23434,49266,37371,27947,42054,90970,46877,91685,88387
210180,10180,"Abilene, TX",2023,Metro,182838,11352,31244,23854,50380,37371,28637,42596,92721,47187,93368,89470
210180,10180,"Abilene, TX",2024,Metro,184278,11129,31360,24165,51080,37238,29306,42489,93895,NULL,94150,90128
210220,10220,"Ada, OK",2000,Micro,35148,2186,6460,4415,9101,7750,5236,8646,17860,8642,16958,18190
210220,10220,"Ada, OK",2001,Micro,34866,2269,6252,4486,8863,7805,5191,8521,17740,8605,16787,18079
210220,10220,"Ada, OK",2002,Micro,34929,2306,6118,4595,8775,7957,5178,8424,17770,8735,16934,17995
210220,10220,"Ada, OK",2003,Micro,35048,2366,6185,4385,8815,8130,5167,8551,17688,8809,16993,18055
210220,10220,"Ada, OK",2004,Micro,35097,2357,6049,4401,8805,8275,5210,8406,17753,8938,16987,18110
210220,10220,"Ada, OK",2005,Micro,35267,2360,6044,4318,8891,8419,5235,8404,17849,9014,17053,18214
210220,10220,"Ada, OK",2006,Micro,35525,2396,6004,4297,8838,8682,5308,8400,17925,9200,17185,18340
210220,10220,"Ada, OK",2007,Micro,36157,2394,6177,4473,8895,8819,5399,8571,18246,9340,17522,18635
210220,10220,"Ada, OK",2008,Micro,36687,2379,6172,4658,8946,9088,5444,8551,18574,9562,17775,18912
210220,10220,"Ada, OK",2009,Micro,37283,2541,6112,4890,8926,9294,5520,8653,18855,9775,18110,19173
210220,10220,"Ada, OK",2010,Micro,37594,2611,6200,4859,9011,9330,5583,8811,18866,9917,18249,19345
210220,10220,"Ada, OK",2011,Micro,37751,2674,6227,4768,9194,9294,5594,8901,18875,9975,18370,19381
210220,10220,"Ada, OK",2012,Micro,38064,2726,6303,4737,9384,9146,5768,9029,18925,10110,18581,19483
210220,10220,"Ada, OK",2013,Micro,38162,2731,6302,4673,9511,9042,5903,9033,18910,10219,18621,19541
210220,10220,"Ada, OK",2014,Micro,38292,2698,6438,4480,9614,9082,5980,9136,18722,10434,18692,19600
210220,10220,"Ada, OK",2015,Micro,38343,2656,6423,4440,9663,9068,6093,9079,18586,10678,18689,19654
210220,10220,"Ada, OK",2016,Micro,38499,2636,6516,4313,9822,9031,6181,9152,18594,10753,18787,19712
210220,10220,"Ada, OK",2017,Micro,38348,2590,6600,4232,9819,8865,6242,9190,18364,10794,18676,19672
210220,10220,"Ada, OK",2018,Micro,38328,2567,6594,4173,9868,8767,6359,9161,18208,10959,18687,19641
210220,10220,"Ada, OK",2019,Micro,38352,2552,6604,4193,9932,8666,6405,9156,18190,11006,18715,19637
210220,10220,"Ada, OK",2020,Micro,38094,2533,6912,3383,9964,8818,6484,9445,17476,11170,18623,19471
210220,10220,"Ada, OK",2021,Micro,38190,2534,6953,3471,9980,8727,6525,9487,17538,11155,18609,19581
210220,10220,"Ada, OK",2022,Micro,38074,2533,7018,3421,9911,8637,6554,9551,17421,11102,18605,19469
210220,10220,"Ada, OK",2023,Micro,38506,2489,7211,3449,10040,8663,6654,9700,17655,11128,18867,19639
210220,10220,"Ada, OK",2024,Micro,38310,2409,7137,3357,10057,8564,6786,9546,17578,NULL,18854,19456
210300,10300,"Adrian, MI",2000,Micro,99069,6259,19428,9032,28237,23555,12558,25687,51727,21655,49567,49502
210300,10300,"Adrian, MI",2001,Micro,99626,6321,19464,9161,27903,24142,12635,25785,51960,21881,49904,49722
210300,10300,"Adrian, MI",2002,Micro,100293,6319,19456,9317,27689,24846,12666,25775,51929,22589,50337,49956
210300,10300,"Adrian, MI",2003,Micro,100704,6264,19336,9398,27263,25639,12804,25600,51908,23196,50583,50121
210300,10300,"Adrian, MI",2004,Micro,101216,6254,19239,9424,27016,26345,12938,25493,51829,23894,50868,50348
210300,10300,"Adrian, MI",2005,Micro,101367,6191,19082,9386,26543,27043,13122,25273,51578,24516,50939,50428
210300,10300,"Adrian, MI",2006,Micro,101715,6149,18949,9354,26322,27556,13385,25098,51319,25298,51215,50500
210300,10300,"Adrian, MI",2007,Micro,101657,6154,18572,9376,25850,28055,13650,24726,50896,26035,51299,50358
210300,10300,"Adrian, MI",2008,Micro,101169,5965,18191,9486,25208,28236,14083,24156,50259,26754,51111,50058
210300,10300,"Adrian, MI",2009,Micro,100250,5771,17695,9448,24497,28499,14340,23466,49389,27395,50650,49600
210300,10300,"Adrian, MI",2010,Micro,99642,5651,17346,9444,23877,28685,14639,22997,48472,28173,50258,49384
210300,10300,"Adrian, MI",2011,Micro,99370,5589,16968,9536,23566,28808,14903,22557,47988,28825,50220,49150
210300,10300,"Adrian, MI",2012,Micro,99041,5411,16703,9695,23226,28370,15636,22114,47411,29516,50138,48903
210300,10300,"Adrian, MI",2013,Micro,98850,5335,16469,9618,23152,28173,16103,21804,46864,30182,50018,48832
210300,10300,"Adrian, MI",2014,Micro,98774,5338,16231,9552,23072,27938,16643,21569,46458,30747,49937,48837
210300,10300,"Adrian, MI",2015,Micro,98432,5284,15973,9372,22861,27846,17096,21257,45903,31272,49802,48630
210300,10300,"Adrian, MI",2016,Micro,98595,5370,15770,9296,22834,27762,17563,21140,45681,31774,49892,48703
210300,10300,"Adrian, MI",2017,Micro,98511,5363,15589,9039,22922,27471,18127,20952,45293,32266,49859,48652
210300,10300,"Adrian, MI",2018,Micro,98118,5310,15341,8905,22958,27067,18537,20651,44840,32627,49578,48540
210300,10300,"Adrian, MI",2019,Micro,98519,5292,15303,8979,23152,26747,19046,20595,44771,33153,49772,48747
210300,10300,"Adrian, MI",2020,Micro,99318,5265,15581,8836,23448,26956,19232,20846,44991,33484,50523,48795
210300,10300,"Adrian, MI",2021,Micro,99105,5036,15457,8904,23538,26605,19565,20493,45008,33604,50440,48665
210300,10300,"Adrian, MI",2022,Micro,98284,4869,15264,8909,23303,26007,19932,20133,44444,33745,49869,48415
210300,10300,"Adrian, MI",2023,Micro,97621,4733,15222,8711,23050,25392,20513,19955,43760,33957,49194,48427
210300,10300,"Adrian, MI",2024,Micro,97746,4537,15100,8807,23198,25047,21057,19637,43847,NULL,49216,48530
210380,10380,"Aguadilla, PR",2010,Metro,825744,48117,148746,77745,216084,213720,121332,196863,404601,223311,403228,423122
210380,10380,"Aguadilla, PR",2011,Metro,272526,15310,48179,25891,70399,70861,41886,63489,133017,76020,133204,139322
210380,10380,"Aguadilla, PR",2012,Metro,269341,14488,46715,25725,68764,70242,43407,61203,130816,77322,131405,137936
210380,10380,"Aguadilla, PR",2013,Metro,266327,13784,45107,25492,67446,69516,44982,58891,128772,78664,130085,136242
210380,10380,"Aguadilla, PR",2014,Metro,262400,12974,43280,25150,65889,68993,46114,56254,126322,79824,128057,134343
210380,10380,"Aguadilla, PR",2015,Metro,257985,12096,41446,24481,64280,68427,47255,53542,123482,80961,125657,132328
210380,10380,"Aguadilla, PR",2016,Metro,253202,11243,39396,23837,62517,67802,48407,50639,120592,81971,123017,130185
210380,10380,"Aguadilla, PR",2017,Metro,247229,10145,37340,23053,60442,67016,49233,47485,117019,82725,120024,127205
210380,10380,"Aguadilla, PR",2018,Metro,237581,8728,34297,21789,57566,65489,49712,43025,111614,82942,115361,122220
210380,10380,"Aguadilla, PR",2019,Metro,237591,8184,33416,21769,57904,65218,51100,41600,111390,84601,115267,122324
210420,10420,"Akron, OH",2000,Metro,695946,45250,126845,66637,203682,160140,93392,172095,369431,154420,336280,359666
210420,10420,"Akron, OH",2001,Metro,698108,44439,126666,68609,199923,164826,93645,171105,371286,155717,337573,360535
210420,10420,"Akron, OH",2002,Metro,699533,43863,126691,69867,195811,169737,93564,170554,369161,159818,338341,361192
210420,10420,"Akron, OH",2003,Metro,701139,42876,126183,71290,192101,174736,93953,169059,368356,163724,339437,361702
210420,10420,"Akron, OH",2004,Metro,701811,42110,125457,72310,188331,179533,94070,167567,367117,167127,339579,362232
210420,10420,"Akron, OH",2005,Metro,702498,41491,124823,72376,185750,184137,93921,166314,365831,170353,340262,362236
210420,10420,"Akron, OH",2006,Metro,702433,40770,123864,72412,182633,188255,94499,164634,363709,174090,340518,361915
210420,10420,"Akron, OH",2007,Metro,703423,40602,122705,72387,179879,192027,95823,163307,361760,178356,341009,362414
210420,10420,"Akron, OH",2008,Metro,703300,40277,121288,72930,176527,194837,97441,161565,359430,182305,340861,362439
210420,10420,"Akron, OH",2009,Metro,703361,39939,119161,74148,173420,197936,98757,159100,357185,187076,340894,362467
210420,10420,"Akron, OH",2010,Metro,703056,39666,116970,74689,170884,200860,99987,156636,354181,192239,340817,362239
210420,10420,"Akron, OH",2011,Metro,703262,39103,114997,76262,169504,202135,101261,154100,352304,196858,341065,362197
210420,10420,"Akron, OH",2012,Metro,702224,38432,113308,77161,167902,200306,105115,151740,348932,201552,340828,361396
210420,10420,"Akron, OH",2013,Metro,703778,38202,112196,77153,168593,199379,108255,150398,347097,206283,341927,361851
210420,10420,"Akron, OH",2014,Metro,705092,38414,110880,76723,168980,198752,111343,149294,345018,210780,342861,362231
210420,10420,"Akron, OH",2015,Metro,704607,38291,109468,75696,168960,198175,114017,147759,342403,214445,342612,361995
210420,10420,"Akron, OH",2016,Metro,703790,38277,107982,74419,168954,197340,116818,146259,339539,217992,342378,361412
210420,10420,"Akron, OH",2017,Metro,704136,38133,106860,73215,170267,195401,120260,144993,337239,221904,342230,361906
210420,10420,"Akron, OH",2018,Metro,703818,37929,105879,72123,171459,192960,123468,143808,334873,225137,342060,361758
210420,10420,"Akron, OH",2019,Metro,703240,37467,105059,70897,172704,189857,127256,142526,332232,228482,341756,361484
210420,10420,"Akron, OH",2020,Metro,701689,36758,106518,69323,173380,188143,127567,143276,329968,228422,342835,358854
210420,10420,"Akron, OH",2021,Metro,696602,35904,105726,64880,174553,184819,130720,141630,324877,230018,340329,356273
210420,10420,"Akron, OH",2022,Metro,698506,35483,104918,67210,175812,181257,133826,140401,327144,230878,340887,357619
210420,10420,"Akron, OH",2023,Metro,700094,35234,104485,67075,177781,177964,137555,139719,327981,232459,341396,358698
210420,10420,"Akron, OH",2024,Metro,702209,34783,103743,67363,179560,175433,141327,138526,329059,NULL,342310,359899
210460,10460,"Alamogordo, NM",2000,Micro,62151,4605,13670,5743,17712,13077,7344,18275,30959,12917,30934,31217
210460,10460,"Alamogordo, NM",2001,Micro,61277,4397,13126,6038,16814,13387,7515,17523,30588,13166,30489,30788
210460,10460,"Alamogordo, NM",2002,Micro,61194,4458,12717,6350,16277,13670,7722,17175,30420,13599,30488,30706
210460,10460,"Alamogordo, NM",2003,Micro,61371,4428,12284,6780,15747,14044,8088,16712,30481,14178,30508,30863
210460,10460,"Alamogordo, NM",2004,Micro,62662,4461,12101,7400,15890,14573,8237,16562,31534,14566,31389,31273
210460,10460,"Alamogordo, NM",2005,Micro,62533,4574,11735,7337,15720,14784,8383,16309,31244,14980,31365,31168
210460,10460,"Alamogordo, NM",2006,Micro,62200,4428,11462,6967,15411,15317,8615,15890,30742,15568,31233,30967
210460,10460,"Alamogordo, NM",2007,Micro,62466,4485,11256,6922,15233,15676,8894,15741,30650,16075,31386,31080
210460,10460,"Alamogordo, NM",2008,Micro,62498,4544,11050,6855,15088,15868,9093,15594,30580,16324,31523,30975
210460,10460,"Alamogordo, NM",2009,Micro,62462,4652,10966,6528,14949,16027,9340,15618,30140,16704,31406,31056
210460,10460,"Alamogordo, NM",2010,Micro,64405,4794,11277,6769,15611,16321,9633,16071,31119,17215,32529,31876
210460,10460,"Alamogordo, NM",2011,Micro,65659,4861,11402,7193,16195,16258,9750,16263,31911,17485,33316,32343
210460,10460,"Alamogordo, NM",2012,Micro,66240,4854,11436,7408,16534,15950,10058,16290,32147,17803,33771,32469
210460,10460,"Alamogordo, NM",2013,Micro,66347,4670,11311,7646,16814,15658,10248,15981,32366,18000,34050,32297
210460,10460,"Alamogordo, NM",2014,Micro,65394,4470,11085,7288,16622,15416,10513,15555,31592,18247,33626,31768
210460,10460,"Alamogordo, NM",2015,Micro,64838,4351,10930,6986,16616,15270,10685,15281,31022,18535,33440,31398
210460,10460,"Alamogordo, NM",2016,Micro,65723,4504,10934,6945,17286,15196,10858,15438,31484,18801,34005,31718
210460,10460,"Alamogordo, NM",2017,Micro,66158,4486,10966,6860,17585,15135,11126,15452,31420,19286,34235,31923
210460,10460,"Alamogordo, NM",2018,Micro,66599,4512,10927,6842,17870,15067,11381,15439,31422,19738,34391,32208
210460,10460,"Alamogordo, NM",2019,Micro,67572,4451,10946,6928,18373,15196,11678,15397,31961,20214,34966,32606
210460,10460,"Alamogordo, NM",2020,Micro,67866,4312,10882,7900,18399,15001,11372,15194,32947,19722,35731,32135
210460,10460,"Alamogordo, NM",2021,Micro,68499,4221,10936,7984,18761,14878,11719,15157,33461,19874,36146,32353
210460,10460,"Alamogordo, NM",2022,Micro,68650,4052,10995,7921,18885,14723,12074,15047,33559,19984,36275,32375
210460,10460,"Alamogordo, NM",2023,Micro,69354,3970,11069,7999,19233,14704,12379,15039,34004,20121,36545,32809
210460,10460,"Alamogordo, NM",2024,Micro,69711,3860,10961,8121,19423,14600,12746,14821,34267,NULL,36702,33009
210480,10480,"Alamosa, CO",2000,Micro,27030,1897,5783,3342,6814,5876,3318,7680,13727,5623,13455,13575
210480,10480,"Alamosa, CO",2001,Micro,26925,1927,5607,3449,6523,6049,3370,7534,13663,5728,13434,13491
210480,10480,"Alamosa, CO",2002,Micro,27111,1950,5583,3588,6392,6199,3399,7533,13721,5857,13484,13627
210480,10480,"Alamosa, CO",2003,Micro,27022,1927,5440,3603,6242,6384,3426,7367,13681,5974,13477,13545
210480,10480,"Alamosa, CO",2004,Micro,27226,1969,5346,3611,6223,6527,3550,7315,13717,6194,13533,13693
210480,10480,"Alamosa, CO",2005,Micro,27135,1955,5255,3501,6149,6748,3527,7210,13558,6367,13491,13644
210480,10480,"Alamosa, CO",2006,Micro,27023,1963,5175,3413,6033,6841,3598,7138,13321,6564,13452,13571
210480,10480,"Alamosa, CO",2007,Micro,26964,2003,5097,3312,5945,6947,3660,7100,13097,6767,13457,13507
210480,10480,"Alamosa, CO",2008,Micro,27032,2023,5015,3226,5971,7124,3673,7038,12996,6998,13521,13511
210480,10480,"Alamosa, CO",2009,Micro,26910,2059,4877,3186,5837,7156,3795,6936,12785,7189,13467,13443
210480,10480,"Alamosa, CO",2010,Micro,27356,2047,4873,3310,5902,7367,3857,6920,13010,7426,13696,13660
210480,10480,"Alamosa, CO",2011,Micro,27646,2027,4931,3533,5926,7316,3913,6958,13143,7545,13866,13780
210480,10480,"Alamosa, CO",2012,Micro,27534,1984,4882,3571,5876,7158,4063,6866,12992,7676,13782,13752
210480,10480,"Alamosa, CO",2013,Micro,27533,1939,4863,3555,6014,6981,4181,6802,12907,7824,13850,13683
210480,10480,"Alamosa, CO",2014,Micro,27597,1906,4883,3626,6011,6852,4319,6789,12832,7976,13926,13671
210480,10480,"Alamosa, CO",2015,Micro,27534,1839,4959,3535,6049,6729,4423,6798,12674,8062,13853,13681
210480,10480,"Alamosa, CO",2016,Micro,27783,1812,5001,3585,6193,6617,4575,6813,12785,8185,14024,13759
210480,10480,"Alamosa, CO",2017,Micro,28001,1820,5027,3478,6397,6566,4713,6847,12802,8352,14112,13889
210480,10480,"Alamosa, CO",2018,Micro,28192,1777,5070,3469,6560,6465,4851,6847,12885,8460,14159,14033
210480,10480,"Alamosa, CO",2019,Micro,28241,1710,5017,3522,6658,6374,4960,6727,12967,8547,14147,14094
210480,10480,"Alamosa, CO",2020,Micro,27327,1623,4898,3475,6405,6069,4857,6521,12545,8261,13667,13660
210480,10480,"Alamosa, CO",2021,Micro,27771,1646,5006,3498,6563,6094,4964,6652,12766,8353,13916,13855
210480,10480,"Alamosa, CO",2022,Micro,27762,1671,4969,3510,6571,5983,5058,6640,12758,8394,13930,13832
210480,10480,"Alamosa, CO",2023,Micro,27803,1692,4901,3562,6564,5933,5151,6593,12834,8403,13963,13840
210480,10480,"Alamosa, CO",2024,Micro,27924,1689,4906,3608,6531,5893,5297,6595,12923,NULL,13986,13938
210500,10500,"Albany, GA",2000,Metro,153585,11455,31963,16656,43409,33248,16854,43418,80470,29697,72900,80685
210500,10500,"Albany, GA",2001,Metro,153730,11496,31562,17175,42504,34066,16927,43058,80619,30053,73230,80500
210500,10500,"Albany, GA",2002,Metro,153024,11327,31176,17292,41488,34820,16921,42503,79925,30596,72752,80272
210500,10500,"Albany, GA",2003,Metro,152790,11271,30725,17209,40949,35591,17045,41996,79518,31276,72610,80180
210500,10500,"Albany, GA",2004,Metro,152887,11059,30476,17321,40713,36352,16966,41535,79509,31843,73047,79840
210500,10500,"Albany, GA",2005,Metro,152919,10980,30436,16977,40284,36996,17246,41416,78677,32826,72830,80089
210500,10500,"Albany, GA",2006,Metro,153535,10926,30179,17120,39970,37743,17597,41105,78745,33685,73187,80348
210500,10500,"Albany, GA",2007,Metro,153661,11057,29960,17039,39571,38461,17573,41017,78270,34374,73140,80521
210500,10500,"Albany, GA",2008,Metro,153823,11103,29425,17325,39335,38744,17891,40528,78144,35151,73138,80685
210500,10500,"Albany, GA",2009,Metro,154409,11175,29221,17569,38936,39307,18201,40396,77768,36245,73447,80962
210500,10500,"Albany, GA",2010,Metro,154155,11140,28727,17552,38552,39793,18391,39867,77341,36947,73125,81030
210500,10500,"Albany, GA",2011,Metro,154571,11089,28368,17584,38791,39914,18825,39457,77255,37859,73558,81013
210500,10500,"Albany, GA",2012,Metro,154015,10890,28173,17299,38597,39484,19572,39063,76234,38718,73185,80830
210500,10500,"Albany, GA",2013,Metro,152721,10741,27821,16729,38326,38965,20139,38562,74811,39348,72389,80332
210500,10500,"Albany, GA",2014,Metro,152005,10388,27678,16365,38150,38506,20918,38066,73901,40038,72180,79825
210500,10500,"Albany, GA",2015,Metro,150455,10051,27269,15625,37844,38028,21638,37320,72479,40656,71371,79084
210500,10500,"Albany, GA",2016,Metro,149173,9766,26988,15136,37413,37644,22226,36754,71081,41338,70683,78490
210500,10500,"Albany, GA",2017,Metro,148196,9588,26574,14608,37260,37232,22934,36162,70132,41902,70229,77967
210500,10500,"Albany, GA",2018,Metro,147919,9422,26168,15418,36960,36559,23392,35590,70214,42115,69986,77933
210500,10500,"Albany, GA",2019,Metro,146657,9258,25782,14910,36639,35927,24141,35040,69031,42586,69216,77441
210500,10500,"Albany, GA",2020,Metro,148253,9204,26696,14318,37009,36639,24387,35900,69027,43317,70167,78086
210500,10500,"Albany, GA",2021,Metro,144976,9036,26542,12159,36682,35758,24799,35578,66063,43304,68533,76443
210500,10500,"Albany, GA",2022,Metro,145873,8941,26227,13796,36579,35003,25327,35168,67366,43316,68866,77007
210500,10500,"Albany, GA",2023,Metro,145538,8752,26058,13871,36543,34441,25873,34810,67309,43365,68542,76996
210500,10500,"Albany, GA",2024,Metro,145451,8529,25808,14176,36616,33906,26416,34337,67481,NULL,68314,77137
210540,10540,"Albany, OR",2000,Metro,103020,7038,19745,8645,27662,24940,14990,26783,51157,25080,50848,52172
210540,10540,"Albany, OR",2001,Metro,103544,7000,19681,8858,27344,25603,15058,26681,51469,25394,51082,52462
