IBRC_Geo_ID,State,District Name,Year,Total Population,Population 0-4,Population 5-17,Population 18-24,Population 25-44,Population 45-64,Population 65+,Population Under 18,Population 18-54,Population 55+,Male Population,Female Population
6500001                             ,AK,Kenai Peninsula Economic Development District,2000,49618,3272,11536,3432,14636,13044,3698,14808,26814,7996,25831,23787
6500001                             ,AK,Kenai Peninsula Economic Development District,2001,49986,3207,11261,3770,14117,13740,3891,14468,26992,8526,26065,23921
6500001                             ,AK,Kenai Peninsula Economic Development District,2002,50804,3217,11123,4099,13835,14506,4024,14340,27285,9179,26589,24215
6500001                             ,AK,Kenai Peninsula Economic Development District,2003,50963,3185,10874,4278,13405,15077,4144,14059,27292,9612,26657,24306
6500001                             ,AK,Kenai Peninsula Economic Development District,2004,51404,3181,10592,4447,13111,15718,4355,13773,27314,10317,26801,24603
6500001                             ,AK,Kenai Peninsula Economic Development District,2005,51590,3086,10338,4545,12765,16345,4511,13424,27166,11000,27007,24583
6500001                             ,AK,Kenai Peninsula Economic Development District,2006,52253,3115,10205,4554,12604,17042,4733,13320,27233,11700,27319,24934
6500001                             ,AK,Kenai Peninsula Economic Development District,2007,53272,3210,10102,4516,12810,17546,5088,13312,27403,12557,27907,25365
6500001                             ,AK,Kenai Peninsula Economic Development District,2008,53655,3182,9826,4593,12794,17799,5461,13008,27245,13402,28127,25528
6500001                             ,AK,Kenai Peninsula Economic Development District,2009,54796,3418,9703,4531,12911,18270,5963,13121,27260,14415,28601,26195
6500001                             ,AK,Kenai Peninsula Economic Development District,2010,55554,3469,9657,4595,13192,18304,6337,13126,27236,15192,29117,26437
6500001                             ,AK,Kenai Peninsula Economic Development District,2011,56311,3583,9597,4687,13357,18423,6664,13180,27227,15904,29513,26798
6500001                             ,AK,Kenai Peninsula Economic Development District,2012,56920,3640,9514,4820,13495,18255,7196,13154,27172,16594,29808,27112
6500001                             ,AK,Kenai Peninsula Economic Development District,2013,57039,3628,9584,4813,13525,17873,7616,13212,26743,17084,29790,27249
6500001                             ,AK,Kenai Peninsula Economic Development District,2014,57594,3657,9625,4942,13709,17585,8076,13282,26714,17598,30132,27462
6500001                             ,AK,Kenai Peninsula Economic Development District,2015,58075,3635,9736,4867,13927,17337,8573,13371,26614,18090,30423,27652
6500001                             ,AK,Kenai Peninsula Economic Development District,2016,58515,3671,9696,4622,14253,17223,9050,13367,26470,18678,30594,27921
6500001                             ,AK,Kenai Peninsula Economic Development District,2017,58594,3570,9717,4439,14289,16915,9664,13287,26095,19212,30565,28029
6500001                             ,AK,Kenai Peninsula Economic Development District,2018,58609,3518,9695,4346,14381,16461,10208,13213,25859,19537,30578,28031
6500001                             ,AK,Kenai Peninsula Economic Development District,2019,58914,3497,9722,4184,14601,16064,10846,13219,25767,19928,30732,28182
6500001                             ,AK,Kenai Peninsula Economic Development District,2020,58941,3417,9785,4284,14663,15760,11032,13202,25885,19856,30945,27996
6500001                             ,AK,Kenai Peninsula Economic Development District,2021,59947,3414,9860,4322,15124,15603,11624,13274,26387,20292,31445,28502
6500001                             ,AK,Kenai Peninsula Economic Development District,2022,60631,3373,10116,4282,15416,15336,12108,13489,26633,20509,31709,28922
6500001                             ,AK,Kenai Peninsula Economic Development District,2023,61285,3299,10150,4381,15654,15164,12637,13449,27110,20731,32022,29263
6500001                             ,AK,Kenai Peninsula Economic Development District,2024,61259,3149,10020,4454,15683,14887,13066,13169,27192,NULL,32008,29251
6500002                             ,AK,Prince William Sound Economic Development District,2010,6710,439,1183,574,1742,2286,486,1622,3632,1456,3591,3119
6500002                             ,AK,Prince William Sound Economic Development District,2011,6775,484,1165,557,1764,2298,507,1649,3582,1544,3628,3147
6500002                             ,AK,Prince William Sound Economic Development District,2012,6771,465,1172,541,1754,2278,561,1637,3492,1642,3589,3182
6500002                             ,AK,Prince William Sound Economic Development District,2013,6809,476,1169,544,1739,2274,607,1645,3458,1706,3601,3208
6500002                             ,AK,Prince William Sound Economic Development District,2014,6622,440,1119,531,1696,2184,652,1559,3304,1759,3497,3125
6500002                             ,AK,Prince William Sound Economic Development District,2015,6526,432,1071,530,1649,2169,675,1503,3200,1823,3443,3083
6500002                             ,AK,Prince William Sound Economic Development District,2016,6542,415,1069,505,1688,2157,708,1484,3180,1878,3440,3102
6500002                             ,AK,Prince William Sound Economic Development District,2017,6509,417,1044,495,1685,2101,767,1461,3099,1949,3404,3105
6500002                             ,AK,Prince William Sound Economic Development District,2018,6487,411,1039,471,1700,2045,821,1450,3042,1995,3406,3081
6500002                             ,AK,Prince William Sound Economic Development District,2019,6509,410,1045,461,1762,1967,864,1455,3043,2011,3437,3072
6500002                             ,AK,Prince William Sound Economic Development District,2020,7082,426,1140,594,1895,2039,988,1566,3334,2180,3803,3279
6500002                             ,AK,Prince William Sound Economic Development District,2021,6967,400,1138,569,1850,1930,1080,1538,3214,2218,3755,3212
6500002                             ,AK,Prince William Sound Economic Development District,2022,6910,388,1174,524,1865,1814,1145,1562,3157,2192,3720,3190
6500002                             ,AK,Prince William Sound Economic Development District,2023,6749,326,1142,507,1860,1703,1211,1468,3121,2166,3615,3134
6500002                             ,AK,Prince William Sound Economic Development District,2024,6604,276,1113,507,1832,1613,1263,1389,3100,NULL,3531,3073
6500003                             ,AK,Southeast Conference,2000,56708,3665,11887,4561,18046,14532,4017,15552,32453,8703,28810,27898
6500003                             ,AK,Southeast Conference,2001,56123,3579,11474,4688,17302,14996,4084,15053,32070,9000,28566,27557
6500003                             ,AK,Southeast Conference,2002,56212,3521,11344,4896,16768,15428,4255,14865,31815,9532,28567,27645
6500003                             ,AK,Southeast Conference,2003,56219,3540,11075,5087,16275,15849,4393,14615,31616,9988,28469,27750
6500003                             ,AK,Southeast Conference,2004,56165,3495,10876,5212,15865,16242,4475,14371,31343,10451,28507,27658
6500003                             ,AK,Southeast Conference,2005,56247,3464,10578,5252,15687,16670,4596,14042,31248,10957,28562,27685
6500003                             ,AK,Southeast Conference,2006,56288,3550,10393,5107,15385,17089,4764,13943,30798,11547,28535,27753
6500003                             ,AK,Southeast Conference,2007,55909,3495,10097,4990,15245,17245,4837,13592,30336,11981,28432,27477
6500003                             ,AK,Southeast Conference,2008,56302,3562,9833,5003,15308,17595,5001,13395,30349,12558,28740,27562
6500003                             ,AK,Southeast Conference,2009,56146,3584,9743,4715,15018,17851,5235,13327,29674,13145,28543,27603
6500003                             ,AK,Southeast Conference,2010,57014,3683,9635,4866,15372,17992,5466,13318,29985,13711,29084,27930
6500003                             ,AK,Southeast Conference,2011,57973,3736,9670,4948,15751,18169,5699,13406,30236,14331,29580,28393
6500003                             ,AK,Southeast Conference,2012,58401,3658,9611,5075,15841,18109,6107,13269,30231,14901,29743,28658
6500003                             ,AK,Southeast Conference,2013,58546,3570,9600,5125,15898,17836,6517,13170,30015,15361,29883,28663
6500003                             ,AK,Southeast Conference,2014,58385,3487,9434,5196,15905,17463,6900,12921,29770,15694,29790,28595
6500003                             ,AK,Southeast Conference,2015,58326,3429,9384,5172,15895,17189,7257,12813,29459,16054,29785,28541
6500003                             ,AK,Southeast Conference,2016,58106,3360,9330,4967,15930,16884,7635,12690,29003,16413,29704,28402
6500003                             ,AK,Southeast Conference,2017,57756,3273,9269,4793,15983,16405,8033,12542,28478,16736,29494,28262
6500003                             ,AK,Southeast Conference,2018,57582,3240,9063,4700,16103,16034,8442,12303,28253,17026,29353,28229
6500003                             ,AK,Southeast Conference,2019,57581,3135,8927,4533,16333,15772,8881,12062,28122,17397,29375,28206
6500003                             ,AK,Southeast Conference,2020,57312,2954,8955,4401,16255,15607,9140,11909,27883,17522,29516,27796
6500003                             ,AK,Southeast Conference,2021,56962,2799,8833,4351,16113,15346,9520,11632,27603,17731,29288,27674
6500003                             ,AK,Southeast Conference,2022,56595,2683,8726,4252,16098,14964,9872,11409,27428,17767,29094,27501
6500003                             ,AK,Southeast Conference,2023,56269,2548,8516,4278,16106,14579,10242,11064,27367,17859,28932,27337
6500003                             ,AK,Southeast Conference,2024,56398,2524,8404,4286,16265,14354,10565,10928,27497,NULL,28875,27523
6500004                             ,AK,Southwest Alaska Municipal Conference,2000,30108,2326,6517,2483,10807,6656,1319,8843,17936,3329,16869,13239
6500004                             ,AK,Southwest Alaska Municipal Conference,2001,29590,2122,6420,2562,10166,6986,1334,8542,17598,3450,16611,12979
6500004                             ,AK,Southwest Alaska Municipal Conference,2002,29544,2012,6314,2667,9915,7257,1379,8326,17557,3661,16567,12977
6500004                             ,AK,Southwest Alaska Municipal Conference,2003,29274,1954,6102,2660,9579,7558,1421,8056,17308,3910,16469,12805
6500004                             ,AK,Southwest Alaska Municipal Conference,2004,29369,1978,5941,2668,9456,7865,1461,7919,17333,4117,16569,12800
6500004                             ,AK,Southwest Alaska Municipal Conference,2005,29456,1946,5876,2718,9232,8180,1504,7822,17235,4399,16742,12714
6500004                             ,AK,Southwest Alaska Municipal Conference,2006,29204,1938,5767,2749,8894,8285,1571,7705,16921,4578,16600,12604
6500004                             ,AK,Southwest Alaska Municipal Conference,2007,29174,1926,5614,2875,8761,8401,1597,7540,16928,4706,16560,12614
6500004                             ,AK,Southwest Alaska Municipal Conference,2008,29061,1977,5482,2849,8581,8488,1684,7459,16686,4916,16527,12534
6500004                             ,AK,Southwest Alaska Municipal Conference,2009,29490,2115,5416,2844,8583,8770,1762,7531,16727,5232,16778,12712
6500004                             ,AK,Southwest Alaska Municipal Conference,2010,29874,2127,5261,2916,8730,8978,1862,7388,17036,5450,17030,12844
6500004                             ,AK,Southwest Alaska Municipal Conference,2011,30280,2159,5202,3020,8830,9073,1996,7361,17191,5728,17348,12932
6500004                             ,AK,Southwest Alaska Municipal Conference,2012,30594,2167,5076,3140,8940,9157,2114,7243,17343,6008,17613,12981
6500004                             ,AK,Southwest Alaska Municipal Conference,2013,30814,2152,5025,3205,9088,9082,2262,7177,17356,6281,17689,13125
6500004                             ,AK,Southwest Alaska Municipal Conference,2014,30649,2075,4855,3209,9061,9067,2382,6930,17271,6448,17530,13119
6500004                             ,AK,Southwest Alaska Municipal Conference,2015,30405,2020,4752,3084,9075,8942,2532,6772,17026,6607,17301,13104
6500004                             ,AK,Southwest Alaska Municipal Conference,2016,30263,1989,4743,2922,9189,8722,2698,6732,16729,6802,17165,13098
6500004                             ,AK,Southwest Alaska Municipal Conference,2017,30219,2027,4612,2813,9322,8628,2817,6639,16588,6992,17176,13043
6500004                             ,AK,Southwest Alaska Municipal Conference,2018,29928,1940,4535,2701,9381,8401,2970,6475,16288,7165,16964,12964
6500004                             ,AK,Southwest Alaska Municipal Conference,2019,29621,1869,4440,2642,9313,8225,3132,6309,16068,7244,16827,12794
6500004                             ,AK,Southwest Alaska Municipal Conference,2020,28815,1640,4319,2625,9162,8005,3064,5959,15804,7054,16736,12079
6500004                             ,AK,Southwest Alaska Municipal Conference,2021,28473,1595,4284,2514,9127,7733,3220,5879,15527,7067,16592,11881
6500004                             ,AK,Southwest Alaska Municipal Conference,2022,28191,1537,4167,2403,9176,7545,3363,5704,15430,7058,16412,11779
6500004                             ,AK,Southwest Alaska Municipal Conference,2023,28267,1451,4117,2399,9349,7454,3497,5568,15594,7068,16492,11775
6500004                             ,AK,Southwest Alaska Municipal Conference,2024,28551,1506,4068,2343,9631,7397,3606,5574,15862,NULL,16716,11835
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2000,208405,15058,43911,18949,54427,46806,29254,58969,100259,49177,97429,110976
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2001,206710,14856,43069,19046,52672,47850,29217,57925,99418,49367,96742,109968
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2002,204641,14607,42080,19050,51224,48629,29051,56687,98025,49929,95905,108736
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2003,203062,14303,41234,19045,50015,49458,29007,55537,97009,50516,95398,107664
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2004,201430,14019,40702,18668,48734,50468,28839,54721,95763,50946,94693,106737
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2005,199499,13504,39670,18351,47462,51377,29135,53174,94455,51870,94057,105442
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2006,198907,12893,39643,17828,46757,52466,29320,52536,93617,52754,93923,104984
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2007,197598,12765,38880,17682,45776,53140,29355,51645,92591,53362,93306,104292
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2008,197022,12628,37959,17648,44963,53864,29960,50587,91868,54567,92973,104049
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2009,195234,12295,37088,17442,44387,53859,30163,49383,90738,55113,92542,102692
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2010,194144,11963,36102,17708,43785,54057,30529,48065,89980,56099,91835,102309
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2011,191844,11533,35034,18197,42553,53786,30741,46567,88420,56857,90572,101272
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2012,189584,11145,34072,18459,41716,52548,31644,45217,86803,57564,89445,100139
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2013,187167,10660,33106,18733,40935,51579,32154,43766,85305,58096,88396,98771
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2014,185249,10496,32220,18658,40428,50774,32673,42716,83856,58677,87444,97805
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2015,183657,10526,31546,18413,39995,49917,33260,42072,82286,59299,86673,96984
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2016,181058,10477,30463,17757,39544,49117,33700,40940,80479,59639,85464,95594
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2017,178653,10331,29499,17210,39082,48412,34119,39830,78800,60023,84182,94471
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2018,176075,10217,28603,16536,38678,47422,34619,38820,77018,60237,82954,93121
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2019,173046,9877,27604,16020,38089,46144,35312,37481,75195,60370,81452,91594
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2020,170834,9505,27721,15450,37557,45636,34965,37226,73708,59906,80939,89895
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2021,168511,9470,27076,15122,37249,44466,35128,36546,72477,59605,79846,88665
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2022,166159,9484,26589,14645,36760,43134,35547,36073,70958,59205,78634,87525
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2023,164462,9484,26161,14303,36381,41950,36183,35645,69834,58876,77675,86787
6500005                             ,AL,Alabama-Tombigbee Regional Commission,2024,162626,9432,25462,14074,36037,40844,36777,34894,68874,NULL,76746,85880
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2000,460061,28821,81518,41477,126905,112040,69300,110339,233223,116499,221859,238202
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2001,459876,29070,80872,41616,124900,114259,69159,109942,232959,116975,221979,237897
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2002,459997,29022,80658,41752,122875,116947,68743,109680,231234,119083,222349,237648
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2003,460531,28769,80360,41809,121492,119287,68814,109129,230326,121076,222932,237599
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2004,461480,28615,80332,41524,120538,121761,68710,108947,229374,123159,223362,238118
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2005,462934,28356,80523,41108,119624,124066,69257,108879,228603,125452,224079,238855
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2006,465298,27995,81360,40485,119141,126670,69647,109355,228147,127796,225372,239926
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2007,467129,27855,81094,40798,118315,128733,70334,108949,228050,130130,226470,240659
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2008,469556,28107,80622,41561,117646,129870,71750,108729,228304,132523,227704,241852
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2009,470543,27895,80112,41837,116892,131115,72692,108007,227740,134796,228428,242115
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2010,470205,27502,79375,41872,115246,132643,73567,106877,225821,137507,228452,241753
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2011,468270,27215,78345,41742,113590,132893,74485,105560,222878,139832,227133,241137
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2012,466983,26627,77345,42339,112297,131386,76989,103972,220922,142089,226485,240498
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2013,465399,26033,76168,42293,111555,130276,79074,102201,219006,144192,225844,239555
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2014,463591,25700,75424,41305,110844,129269,81049,101124,216296,146171,224817,238774
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2015,461985,25751,74159,40114,110339,128705,82917,99910,213649,148426,223933,238052
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2016,460274,25689,73308,38741,109686,128160,84690,98997,210902,150375,223166,237108
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2017,459881,25554,72528,38265,109371,127579,86584,98082,209503,152296,222904,236977
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2018,459147,25696,71303,38216,109010,126733,88189,96999,208195,153953,222250,236897
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2019,458266,25437,70343,38163,108675,125379,90269,95780,206793,155693,221762,236504
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2020,463642,25326,72169,39331,109453,126454,90909,97495,208908,157257,225931,237711
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2021,461401,25065,71749,38910,109351,124721,91605,96814,207485,157433,224853,236548
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2022,461852,25097,71719,38820,109805,122961,93450,96816,207092,158300,225153,236699
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2023,464027,25165,72048,38930,110378,121841,95665,97213,207331,159672,225826,238201
6500006                             ,AL,East Alabama Regional Planning and Development Commission,2024,465161,25393,71737,38936,110847,120708,97540,97130,207106,NULL,226478,238683
6500007                             ,AL,North-Central Alabama Council of Governments,2000,223568,14457,41401,19245,65617,53552,29296,55858,115936,51774,109895,113673
6500007                             ,AL,North-Central Alabama Council of Governments,2001,223967,14336,41353,19221,64790,54748,29519,55689,115836,52442,110059,113908
6500007                             ,AL,North-Central Alabama Council of Governments,2002,223907,14250,40957,19288,63670,56077,29665,55207,114860,53840,110097,113810
6500007                             ,AL,North-Central Alabama Council of Governments,2003,225043,14387,40939,19341,63109,57164,30103,55326,114631,55086,110783,114260
6500007                             ,AL,North-Central Alabama Council of Governments,2004,225455,14391,40618,19384,62333,58241,30488,55009,114214,56232,111014,114441
6500007                             ,AL,North-Central Alabama Council of Governments,2005,227091,14330,40891,19125,62075,59547,31123,55221,114125,57745,111706,115385
6500007                             ,AL,North-Central Alabama Council of Governments,2006,228563,14334,40845,18929,61549,60999,31907,55179,114157,59227,112551,116012
6500007                             ,AL,North-Central Alabama Council of Governments,2007,230266,14504,40825,19088,61166,62243,32440,55329,114403,60534,113341,116925
6500007                             ,AL,North-Central Alabama Council of Governments,2008,232163,14647,40813,19424,60643,63338,33298,55460,114813,61890,114203,117960
6500007                             ,AL,North-Central Alabama Council of Governments,2009,233620,14701,40774,19691,60074,64281,34099,55475,114957,63188,115056,118564
6500007                             ,AL,North-Central Alabama Council of Governments,2010,234412,14574,40602,19794,59466,65149,34827,55176,114553,64683,115460,118952
6500007                             ,AL,North-Central Alabama Council of Governments,2011,234503,14524,40225,19842,58807,65648,35457,54749,113780,65974,115525,118978
6500007                             ,AL,North-Central Alabama Council of Governments,2012,234222,14218,39873,19959,58060,65275,36837,54091,112748,67383,115295,118927
6500007                             ,AL,North-Central Alabama Council of Governments,2013,233882,13844,39549,20035,57624,64950,37880,53393,111735,68754,115204,118678
6500007                             ,AL,North-Central Alabama Council of Governments,2014,234000,13902,39418,19620,57525,64696,38839,53320,110793,69887,115201,118799
6500007                             ,AL,North-Central Alabama Council of Governments,2015,234203,13866,39291,18970,57755,64585,39736,53157,109874,71172,115350,118853
6500007                             ,AL,North-Central Alabama Council of Governments,2016,234720,13866,39464,18505,57558,64663,40664,53330,108879,72511,115504,119216
6500007                             ,AL,North-Central Alabama Council of Governments,2017,234805,13986,39123,18216,57530,64437,41513,53109,108019,73677,115531,119274
6500007                             ,AL,North-Central Alabama Council of Governments,2018,235421,14123,39052,18226,57470,64177,42373,53175,107346,74900,115886,119535
6500007                             ,AL,North-Central Alabama Council of Governments,2019,236125,14163,39048,18133,57551,63802,43428,53211,106760,76154,116123,120002
6500007                             ,AL,North-Central Alabama Council of Governments,2020,244546,14487,41482,18555,59689,65783,44550,55969,109890,78678,121242,123304
6500007                             ,AL,North-Central Alabama Council of Governments,2021,245900,14501,41816,18956,60255,65432,44940,56317,110446,79358,121802,124098
6500007                             ,AL,North-Central Alabama Council of Governments,2022,247997,14446,42186,19105,61130,65301,45829,56632,111337,80282,123003,124994
6500007                             ,AL,North-Central Alabama Council of Governments,2023,250869,14563,42538,19519,62001,65296,46952,57101,112726,81364,124577,126292
6500007                             ,AL,North-Central Alabama Council of Governments,2024,252255,14586,42525,19736,62472,64983,47953,57111,113279,NULL,125313,126942
6500008                             ,AL,Northwest Alabama Council of Local Governments,2000,230272,13932,39891,20925,64133,56462,34929,53823,116694,59755,111355,118917
6500008                             ,AL,Northwest Alabama Council of Local Governments,2001,229148,13798,39491,20834,62843,57048,35134,53289,115859,60000,110846,118302
6500008                             ,AL,Northwest Alabama Council of Local Governments,2002,228262,13540,39060,20761,61388,58159,35354,52600,114242,61420,110470,117792
6500008                             ,AL,Northwest Alabama Council of Local Governments,2003,228386,13508,38662,20839,60272,59254,35851,52170,113479,62737,110666,117720
6500008                             ,AL,Northwest Alabama Council of Local Governments,2004,229010,13462,38587,20745,59607,60385,36224,52049,113060,63901,110959,118051
6500008                             ,AL,Northwest Alabama Council of Local Governments,2005,229808,13246,38619,20664,59205,61299,36775,51865,112813,65130,111376,118432
6500008                             ,AL,Northwest Alabama Council of Local Governments,2006,231416,13390,38739,20354,59115,62400,37418,52129,112794,66493,112313,119103
6500008                             ,AL,Northwest Alabama Council of Local Governments,2007,232304,13510,38632,20656,58283,63115,38108,52142,112499,67663,112806,119498
6500008                             ,AL,Northwest Alabama Council of Local Governments,2008,233748,13693,38601,21173,57528,63753,39000,52294,112654,68800,113454,120294
6500008                             ,AL,Northwest Alabama Council of Local Governments,2009,233878,13642,38367,21323,56686,64407,39453,52009,112137,69732,113609,120269
6500008                             ,AL,Northwest Alabama Council of Local Governments,2010,234245,13602,38171,21604,55830,65093,39945,51773,111537,70935,113763,120482
6500008                             ,AL,Northwest Alabama Council of Local Governments,2011,233959,13467,37939,21846,55224,65299,40184,51406,110695,71858,113682,120277
6500008                             ,AL,Northwest Alabama Council of Local Governments,2012,233653,13132,37640,22312,54667,64565,41337,50772,109915,72966,113417,120236
6500008                             ,AL,Northwest Alabama Council of Local Governments,2013,233274,12874,37330,22509,54433,63850,42278,50204,109196,73874,113236,120038
6500008                             ,AL,Northwest Alabama Council of Local Governments,2014,233461,12800,37182,22452,54443,63432,43152,49982,108711,74768,113403,120058
6500008                             ,AL,Northwest Alabama Council of Local Governments,2015,232561,12687,36800,21907,54075,63179,43913,49487,107559,75515,113002,119559
6500008                             ,AL,Northwest Alabama Council of Local Governments,2016,232547,12769,36460,21564,53974,63032,44748,49229,106889,76429,112997,119550
6500008                             ,AL,Northwest Alabama Council of Local Governments,2017,232631,12818,36050,21516,53887,62858,45502,48868,106522,77241,112992,119639
6500008                             ,AL,Northwest Alabama Council of Local Governments,2018,232664,12969,35567,21525,53903,62470,46230,48536,105918,78210,113043,119621
6500008                             ,AL,Northwest Alabama Council of Local Governments,2019,233382,12942,35514,21529,54187,62073,47137,48456,105656,79270,113253,120129
6500008                             ,AL,Northwest Alabama Council of Local Governments,2020,236075,13076,36595,22023,54784,62431,47166,49671,106598,79809,115236,120839
6500008                             ,AL,Northwest Alabama Council of Local Governments,2021,237063,13002,36795,22538,55248,61879,47601,49797,107084,80276,115560,121503
6500008                             ,AL,Northwest Alabama Council of Local Governments,2022,238785,13035,37062,22869,55748,61415,48656,50097,107703,81067,116392,122393
6500008                             ,AL,Northwest Alabama Council of Local Governments,2023,240142,13125,36935,23393,56314,60680,49695,50060,108452,81654,116956,123186
6500008                             ,AL,Northwest Alabama Council of Local Governments,2024,241353,13259,36957,23426,57010,60148,50553,50216,108789,NULL,117400,123953
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2000,1033393,68935,189118,95106,310178,237773,132283,258053,550815,224525,495270,538123
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2001,1038054,69482,189158,95665,307157,244509,132083,258640,553554,225860,497829,540225
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2002,1041767,69779,188546,95723,304206,251858,131655,258325,552484,230958,500152,541615
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2003,1049487,69962,188356,97057,303233,258677,132202,258318,555287,235882,504460,545027
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2004,1056483,70521,188527,97354,302595,265237,132249,259048,556427,241008,507532,548951
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2005,1064276,71034,189185,97121,301829,272062,133045,260219,557649,246408,511287,552989
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2006,1076719,71206,191214,97052,303091,279200,134956,262420,560714,253585,517362,559357
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2007,1084818,71645,191665,97579,302386,284968,136575,263310,561541,259967,521618,563200
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2008,1094396,73070,191356,99149,302049,289439,139333,264426,563340,266630,526473,567923
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2009,1102330,73048,191553,100042,301902,294159,141626,264601,563961,273768,530657,571673
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2010,1105865,72977,191259,99763,299671,298366,143829,264236,560626,281003,532126,573739
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2011,1107964,72869,190501,98905,298735,300732,146222,263370,556517,288077,532601,575363
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2012,1111178,72420,190108,98660,298781,299150,152059,262528,553091,295559,534053,577125
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2013,1116390,71709,190641,99371,299100,298669,156900,262350,551858,302182,536491,579899
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2014,1119186,71193,190486,98520,298527,298309,162151,261679,548562,308945,537664,581522
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2015,1122511,71267,190661,97148,298207,298217,167011,261928,545232,315351,538850,583661
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2016,1125287,71048,190374,96007,297215,298410,172233,261422,542231,321634,540035,585252
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2017,1127546,70328,190011,95371,297323,297132,177381,260339,540001,327206,540475,587071
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2018,1129946,69972,189248,95143,298318,294733,182532,259220,538703,332023,541301,588645
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2019,1132283,69661,188764,94858,299289,291617,188094,258425,536992,336866,542126,590157
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2020,1159640,70184,198561,97704,305884,296112,191195,268745,549036,341835,559087,600553
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2021,1158820,68538,198059,99820,305740,292314,194349,266597,549945,342882,558337,600483
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2022,1159317,67704,197530,101023,304878,289272,198910,265234,550104,344502,558059,601258
6500009                             ,AL,Regional Planning Commission of Greater Birmingham,2023,1164311,67622,197512,101941,305663,287254,204319,265134,551716,348036,560242,604069
